""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000037152"	2188.83838565651	0.096791147826235	0.261298646152304	0.370423457034745	0.711066998711238	0.890590599415678
"ENSMUSG00000021413"	2125.85916671876	-1.01492679958594	0.482299350582953	-2.10435033420468	0.035347898385013	0.212048094507196
"ENSMUSG00000044288"	76.0718155668778	0.0304247131460575	0.568891485024227	0.0534806970168692	0.957348910185299	0.988205060075167
"ENSMUSG00000020935"	11096.9728003001	-0.261089663491276	0.440318538758364	-0.592956327088821	0.553210380195968	0.807878933256066
"ENSMUSG00000024228"	98.3361250424026	0.808059989942346	0.556559518147431	1.45188423446977	0.146533796904938	0.443852379981161
"ENSMUSG00000021809"	138.039744896374	0.375634991762958	0.444421759687302	0.845221872185685	0.397986972604872	0.701948818935369
"ENSMUSG00000073293"	195.900942785199	0.484575564170861	0.463041728087988	1.0465051738896	0.295327857420028	0.615630565236883
"ENSMUSG00000073295"	773.051287694595	0.133887415734708	0.36248569272984	0.369359173120507	0.711860024931022	0.890740932754569
"ENSMUSG00000032565"	89.9538276490154	0.504305706424242	0.555829414293963	0.907303020414693	0.364246577386387	0.677178349478671
"ENSMUSG00000002804"	973.693681369816	-0.437532088847727	0.290634378102808	-1.50543817873107	0.132211459668746	0.423149622933862
"ENSMUSG00000033405"	237.161001897409	0.311405432072412	0.36005529749621	0.864882239583462	0.387103426579853	0.693585217565732
"ENSMUSG00000045211"	429.154044336559	-0.078733391504127	0.372919796222185	-0.211126875810095	0.832788269014317	0.944776294680427
"ENSMUSG00000034875"	1137.03716639478	-0.225904379680403	0.263820352727928	-0.856281091828321	0.391842317382001	0.69673527965547
"ENSMUSG00000022490"	979.140092883877	-1.18839342232548	0.450506811989459	-2.63790333619481	0.00834203569599289	0.095822164251389
"ENSMUSG00000061718"	30.7409355527826	-1.00864489698953	0.631753644500705	-1.59657946696405	0.110359478911575	0.384427072593509
"ENSMUSG00000026278"	1301.64689535149	-0.0344750369159209	0.476947239029957	-0.0722827057056421	0.942376927539013	0.983324323269622
