ensg	ivd ESCs (cardio)	ivd cardiomyocytes	ivd ESCs (mneu)	ivd motor neurons	ivd ESCs (ra)	ivd retinoic acid
ENSMUSG00000027285	1307.0	827.0	1751.5	805.5	2097.0	737.0
ENSMUSG00000003382	503.0	920.0	203.5	348.5	688.5	1286.5
ENSMUSG00000024558	161.0	135.0	486.5	758.0	108.5	42.0
ENSMUSG00000026748	466.0	789.0	1202.5	418.5	462.5	1312.0
ENSMUSG00000015363	757.0	1766.0	963.0	988.0	652.5	969.0
ENSMUSG00000066568	6733.0	6923.0	4039.5	2270.0	6365.5	4561.0
ENSMUSG00000052293	202.0	88.0	1927.0	1116.5	227.5	59.0
ENSMUSG00000027523	3334.0	49348.0	8849.5	30810.5	4985.0	26444.0
ENSMUSG00000030652	578.0	274.0	1215.5	802.5	685.5	364.5
ENSMUSG00000044519	1546.0	311.0	2239.5	2010.0	1556.0	1276.5
ENSMUSG00000047261	63.0	165.0	597.5	88796.0	155.0	517.0
ENSMUSG00000034932	396.0	544.0	2231.0	1527.0	489.5	543.5
ENSMUSG00000040537	396.0	389.0	255.0	685.0	248.5	557.0
ENSMUSG00000086130	1347.0	55.0	423.5	119.0	671.5	209.0
ENSMUSG00000038368	1723.0	741.0	1605.5	378.0	1126.0	843.5
ENSMUSG00000020326	5509.0	13943.0	24458.0	7533.0	11357.0	23514.0
ENSMUSG00000028419	1864.0	1765.0	1619.0	2497.0	1374.5	1329.5
ENSMUSG00000021458	175.0	56.0	640.5	114.0	337.0	256.5
ENSMUSG00000023074	152.0	557.0	276.0	554.5	151.0	263.0
ENSMUSG00000032040	1488.0	992.0	2490.0	1684.5	1148.5	554.0
ENSMUSG00000049907	79.0	3043.0	190.0	218.5	131.5	505.0
ENSMUSG00000062683	3299.0	9155.0	3041.0	1302.0	1389.0	780.0
ENSMUSG00000093985	104.0	206.0	174.5	1396.0	198.5	430.0
ENSMUSG00000006498	11369.0	7837.0	10501.0	4186.0	18009.0	14514.0
ENSMUSG00000024909	105.0	1955.0	70.5	228.0	170.0	1031.0
ENSMUSG00000020654	590.0	367.0	170.0	68.5	395.5	188.0
ENSMUSG00000028518	706.0	4103.0	156.5	400.0	546.5	3087.5
ENSMUSG00000040183	341.0	884.0	881.5	1149.5	297.0	265.5
ENSMUSG00000027340	1515.0	342.0	632.0	580.0	1747.5	1069.0
ENSMUSG00000043962	8324.0	5159.0	6130.0	5102.5	11295.5	7576.0
ENSMUSG00000032030	1998.0	1043.0	2181.0	1802.5	3191.5	1865.0
ENSMUSG00000032570	1497.0	3366.0	1052.5	2497.0	1597.0	1792.5
ENSMUSG00000005447	618.0	1573.0	2341.5	5778.0	952.5	1434.0
ENSMUSG00000022043	2092.0	4863.0	919.5	6903.0	1798.0	3765.5
ENSMUSG00000002320	304.0	526.0	583.5	460.0	605.5	1672.0
ENSMUSG00000042348	955.0	677.0	586.0	343.0	392.5	169.5
ENSMUSG00000055737	66.0	1884.0	186.0	134.5	67.5	867.5
ENSMUSG00000039089	111.0	447.0	467.5	548.0	86.0	801.0
ENSMUSG00000075000	532.0	295.0	395.5	371.0	295.5	190.0
ENSMUSG00000042197	1917.0	1400.0	1200.0	1927.5	1851.5	1580.0
ENSMUSG00000047248	945.0	1101.0	998.5	692.5	696.0	738.0
ENSMUSG00000034042	3098.0	1247.0	2695.0	817.0	3310.5	1602.0
ENSMUSG00000037020	1052.0	117.0	740.0	167.0	1885.5	975.5
ENSMUSG00000029247	19682.0	12271.0	13086.5	5688.5	13780.5	5337.0
ENSMUSG00000026469	754.0	3086.0	384.5	4378.5	539.5	973.5
ENSMUSG00000051390	864.0	634.0	771.5	909.0	783.5	558.5
ENSMUSG00000098234	670.0	235.0	460.5	179.0	690.0	140.0
ENSMUSG00000063785	2127.0	628.0	4705.0	799.0	2740.5	569.0
ENSMUSG00000047238	202.0	289.0	221.5	1320.5	154.0	231.0
ENSMUSG00000031916	1073.0	538.0	1409.0	897.5	1061.5	797.0
ENSMUSG00000078652	6028.0	1541.0	6013.0	4151.0	5577.0	3764.0
ENSMUSG00000020427	217.0	2417.0	448.5	118.0	919.0	2703.5
ENSMUSG00000032540	169.0	224.0	462.5	177.5	215.0	1431.0
ENSMUSG00000078941	3216.0	2597.0	6206.5	3273.0	4050.5	2922.0
ENSMUSG00000022889	1854.0	840.0	2433.5	1329.0	1804.0	603.5
ENSMUSG00000050105	31.0	48.0	24.5	423.5	4.5	13.5
ENSMUSG00000069045	2491.0	2037.0	631.0	469.5	1394.0	1556.5
ENSMUSG00000078500	882.0	45.0	1591.5	12.5	257.5	40.5
ENSMUSG00000037243	401.0	61.0	438.0	194.0	194.0	223.0
ENSMUSG00000032959	12235.0	8799.0	10536.5	15961.0	7257.0	6035.0
ENSMUSG00000038615	8686.0	8005.0	4009.0	3636.5	5198.0	6216.0
ENSMUSG00000031568	434.0	523.0	709.0	673.0	763.5	673.5
ENSMUSG00000034520	1040.0	1865.0	453.0	1066.0	1848.0	675.0
ENSMUSG00000094777	23.0	7.0	13139.0	8471.5	6279.0	3774.5
ENSMUSG00000041775	227.0	175.0	234.5	251.5	143.5	165.0
ENSMUSG00000074863	604.0	484.0	537.0	340.5	615.5	383.5
ENSMUSG00000044393	2030.0	2609.0	186.5	15.5	1144.5	1589.0
ENSMUSG00000015291	2246.0	5356.0	1441.0	15006.5	1986.0	3233.5
ENSMUSG00000032101	125.0	96.0	436.5	788.5	249.0	128.5
ENSMUSG00000021501	212.0	180.0	328.0	1052.0	320.5	250.0
ENSMUSG00000050390	2406.0	338.0	1242.0	104.5	4157.0	1332.5
ENSMUSG00000032850	245.0	102.0	55.0	576.5	84.5	97.5
ENSMUSG00000040327	111.0	517.0	87.5	504.0	132.0	160.0
ENSMUSG00000021068	275.0	521.0	290.0	425.5	360.5	436.5
ENSMUSG00000022665	0.0	1404.0	17.0	34.0	49.0	1224.0
ENSMUSG00000026003	655.0	2165.0	774.0	527.0	487.5	523.0
ENSMUSG00000025037	2027.0	1436.0	3206.0	1114.5	1901.0	1505.5
ENSMUSG00000068732	510.0	1819.0	408.0	1033.0	532.0	828.0
ENSMUSG00000027956	164.0	185.0	86.5	27.0	69.5	501.5
ENSMUSG00000044005	771.0	58.0	192.5	24.0	509.0	310.5
ENSMUSG00000022433	3774.0	4426.0	1357.5	7204.0	2125.5	2624.0
ENSMUSG00000015745	64.0	1457.0	515.5	2346.0	58.5	611.0
ENSMUSG00000034412	833.0	102.0	606.0	220.0	1038.0	546.5
ENSMUSG00000102467	0.0	13.0	0.0	0.0	0.0	584.0
ENSMUSG00000031913	738.0	1004.0	635.5	2628.0	666.0	782.5
ENSMUSG00000049755	67.0	118.0	152.0	456.5	71.5	153.5
ENSMUSG00000078517	1415.0	1260.0	714.0	780.0	1865.5	2479.0
ENSMUSG00000032737	2725.0	8968.0	3071.0	933.0	2598.5	5217.0
ENSMUSG00000021953	12267.0	28.0	1796.5	9.0	10221.5	297.5
ENSMUSG00000031007	1551.0	1929.0	680.5	1430.5	1198.5	1712.0
ENSMUSG00000027931	427.0	479.0	690.5	16.5	155.0	2269.5
ENSMUSG00000034157	826.0	484.0	1102.0	1111.5	700.5	426.5
ENSMUSG00000034480	1123.0	864.0	686.5	345.0	1078.0	1052.5
ENSMUSG00000034685	56.0	381.0	256.0	3231.5	76.0	190.0
ENSMUSG00000043090	350.0	413.0	476.5	1151.0	251.0	222.5
ENSMUSG00000021910	9340.0	14496.0	9554.0	14165.5	7925.0	14496.0
ENSMUSG00000037965	735.0	697.0	469.5	1286.5	982.5	2637.0
ENSMUSG00000027082	788.0	738.0	278.0	187.5	1510.5	7500.5
ENSMUSG00000021144	3695.0	6001.0	5484.5	2846.0	2313.0	4717.0
ENSMUSG00000014956	7399.0	24995.0	7097.5	8969.0	8254.0	6365.5
ENSMUSG00000094483	1835.0	4324.0	1624.5	1893.5	3717.0	10230.5
ENSMUSG00000042726	274.0	983.0	355.5	1793.0	354.5	922.5
ENSMUSG00000037926	448.0	357.0	634.0	1336.5	348.5	561.5
ENSMUSG00000049092	142.0	225.0	106.0	510.0	129.5	217.0
ENSMUSG00000034708	3858.0	3205.0	1424.5	697.5	2070.5	3280.5
ENSMUSG00000023170	354.0	314.0	726.5	820.0	541.0	459.0
ENSMUSG00000024777	945.0	252.0	458.5	2497.0	410.5	953.0
ENSMUSG00000020133	471.0	232.0	890.5	426.5	500.5	329.0
ENSMUSG00000039737	497.0	163.0	940.0	723.0	438.5	323.0
ENSMUSG00000026797	254.0	2388.0	244.0	5624.5	229.5	469.5
ENSMUSG00000040734	123.0	734.0	323.0	33.5	312.5	403.5
ENSMUSG00000103322	958.0	307.0	3028.5	994.0	1442.5	1642.0
ENSMUSG00000034210	895.0	986.0	511.5	625.5	829.0	982.5
ENSMUSG00000024308	355.0	621.0	240.5	312.5	582.5	1063.5
ENSMUSG00000038664	4345.0	3290.0	2728.5	5397.5	3071.5	5169.5
ENSMUSG00000025269	274.0	185.0	1022.0	343.5	548.0	426.0
ENSMUSG00000030409	129.0	594.0	81.0	190.0	345.0	478.5
ENSMUSG00000039200	413.0	88.0	472.5	21.5	320.0	102.0
ENSMUSG00000043987	969.0	1001.0	767.0	298.0	1008.0	919.0
ENSMUSG00000052406	913.0	691.0	1190.5	617.0	770.0	816.0
ENSMUSG00000027104	2591.0	2591.0	2757.5	3607.5	3535.5	3348.0
ENSMUSG00000040848	920.0	1756.0	364.5	82.5	499.5	809.5
ENSMUSG00000025316	881.0	974.0	1036.5	711.0	409.0	583.0
ENSMUSG00000041459	8225.0	4363.0	8113.0	8512.0	9914.5	8818.0
ENSMUSG00000091264	281.0	576.0	387.5	1128.5	317.5	301.0
ENSMUSG00000053604	395.0	169.0	250.0	335.0	941.0	955.5
ENSMUSG00000052102	6885.0	786.0	1507.5	493.5	2220.5	694.5
ENSMUSG00000021185	80.0	29.0	32.5	10.5	184.5	102.5
ENSMUSG00000072640	214.0	73.0	275.0	399.0	109.0	120.0
ENSMUSG00000039047	606.0	886.0	605.0	1605.0	673.0	1314.0
ENSMUSG00000037152	923.0	721.0	1426.0	1819.0	931.0	444.0
ENSMUSG00000036916	805.0	886.0	2275.5	1153.0	916.0	975.0
ENSMUSG00000041180	560.0	715.0	420.5	378.0	484.5	479.0
ENSMUSG00000033295	7923.0	16963.0	8584.5	6090.5	7257.0	16963.0
ENSMUSG00000032839	406.0	454.0	312.0	453.0	304.0	461.0
ENSMUSG00000068742	723.0	783.0	689.5	1056.0	1246.5	876.0
ENSMUSG00000042303	727.0	219.0	454.5	362.0	804.5	584.0
ENSMUSG00000015112	3153.0	2249.0	1824.5	252.5	2727.5	1096.5
ENSMUSG00000031012	1264.0	1551.0	1980.5	3105.5	839.0	990.0
ENSMUSG00000019132	4302.0	2449.0	3031.0	5379.0	4272.5	3126.0
ENSMUSG00000020900	3497.0	35463.0	4167.5	7268.0	2644.5	26424.0
ENSMUSG00000020747	1535.0	3769.0	672.0	1812.0	1102.5	1393.0
ENSMUSG00000068744	3826.0	2389.0	5097.5	738.5	3165.0	3818.5
ENSMUSG00000052551	6305.0	69.0	16765.5	67.5	4278.5	398.5
ENSMUSG00000028040	227.0	256.0	227.0	227.0	198.5	563.5
ENSMUSG00000022962	15577.0	1617.0	10321.0	1892.5	12545.0	5014.5
ENSMUSG00000062542	949.0	36.0	699.5	41.0	537.0	58.0
ENSMUSG00000018585	1232.0	514.0	5299.5	2293.5	1804.5	1305.0
ENSMUSG00000035790	212.0	307.0	323.0	483.0	406.5	194.5
ENSMUSG00000021244	3086.0	1365.0	2455.0	2076.5	3677.5	3090.5
ENSMUSG00000066009	2503.0	247.0	6647.5	37.0	4622.0	595.0
ENSMUSG00000058056	410.0	3848.0	697.5	485.5	516.0	5164.0
ENSMUSG00000020261	456.0	270.0	182.5	421.0	563.5	637.5
ENSMUSG00000031429	503.0	477.0	601.5	548.5	486.0	360.0
ENSMUSG00000048895	17.0	37.0	33.0	3657.5	34.0	19.0
ENSMUSG00000055296	2249.0	4234.0	1342.0	1008.5	3257.0	3695.0
ENSMUSG00000026199	884.0	931.0	217.0	213.0	401.0	230.5
ENSMUSG00000030374	3623.0	4244.0	3084.5	4224.5	2911.5	3303.0
ENSMUSG00000058571	111.0	3198.0	310.0	380.5	106.5	3186.5
ENSMUSG00000068923	226.0	768.0	1528.5	14860.0	474.0	610.5
ENSMUSG00000028069	1051.0	125.0	1916.5	479.0	1209.5	421.5
ENSMUSG00000026872	78.0	1247.0	506.0	1362.0	70.5	706.5
ENSMUSG00000041153	462.0	209.0	397.5	332.0	493.5	281.5
ENSMUSG00000028251	576.0	431.0	347.0	579.0	225.5	367.0
ENSMUSG00000040524	1935.0	3924.0	2119.5	1208.5	1047.0	4121.0
ENSMUSG00000075705	385.0	412.0	749.5	668.0	465.5	487.0
ENSMUSG00000032423	8453.0	4964.0	8145.0	6922.0	11393.0	11393.0
ENSMUSG00000022706	1555.0	556.0	2556.0	878.5	1068.0	510.5
ENSMUSG00000047003	673.0	467.0	1015.5	3474.5	375.5	221.0
ENSMUSG00000041319	1457.0	323.0	1730.5	682.0	1437.5	671.5
ENSMUSG00000019689	278.0	117.0	739.0	412.0	207.0	72.0
ENSMUSG00000038884	486.0	39.0	230.5	23.5	359.0	52.0
ENSMUSG00000024534	23.0	199.0	46.5	628.5	4.0	136.0
ENSMUSG00000014850	843.0	293.0	816.0	519.0	931.5	478.5
ENSMUSG00000025724	699.0	1922.0	1784.0	1696.5	1423.0	2719.5
ENSMUSG00000032757	783.0	832.0	867.0	703.0	732.0	769.5
ENSMUSG00000047907	5.0	910.0	6.0	2128.0	21.0	146.0
ENSMUSG00000068876	454.0	139.0	825.5	66.5	822.5	809.0
ENSMUSG00000038121	965.0	2025.0	1074.0	686.5	996.5	873.0
ENSMUSG00000025138	155.0	44.0	192.5	605.5	425.5	249.0
ENSMUSG00000018567	1592.0	9006.0	3402.5	11699.0	1061.0	2544.0
ENSMUSG00000006412	1555.0	1251.0	1808.5	1346.5	2219.5	1115.0
ENSMUSG00000020375	216.0	245.0	220.0	517.5	200.5	198.5
ENSMUSG00000050730	262.0	204.0	340.0	478.5	293.0	699.0
ENSMUSG00000003423	1048.0	563.0	1965.0	1298.5	804.0	717.5
ENSMUSG00000022702	2822.0	629.0	2684.0	2319.0	3593.5	2225.5
ENSMUSG00000037461	2051.0	657.0	2201.0	1401.0	2736.5	1343.0
ENSMUSG00000036390	1119.0	109.0	1036.5	229.5	1328.5	1198.5
ENSMUSG00000039233	640.0	130.0	1304.5	887.0	380.5	334.0
ENSMUSG00000004044	1594.0	4537.0	148.0	4.5	2839.0	3736.0
ENSMUSG00000029038	2333.0	1083.0	4352.0	3043.0	2163.5	1684.5
ENSMUSG00000029330	601.0	66.0	265.5	87.5	493.5	98.0
ENSMUSG00000031516	306.0	845.0	829.0	2512.0	428.0	373.0
ENSMUSG00000028385	1438.0	1033.0	422.0	1350.5	770.0	1389.5
ENSMUSG00000048000	5583.0	2473.0	2018.0	1595.0	2870.5	2953.5
ENSMUSG00000073910	130.0	108.0	273.0	75.5	75.0	608.5
ENSMUSG00000040659	620.0	6161.0	643.0	268.5	547.0	961.0
ENSMUSG00000023755	821.0	113.0	913.5	173.5	698.5	126.5
ENSMUSG00000026740	764.0	1212.0	853.0	835.0	754.0	1209.5
ENSMUSG00000026727	1006.0	1384.0	1998.5	802.5	667.0	987.5
ENSMUSG00000015536	453.0	194.0	705.0	910.5	415.0	364.5
ENSMUSG00000006219	5895.0	2315.0	1127.0	937.5	7037.5	1735.0
ENSMUSG00000068686	283.0	23.0	7576.5	55.5	1688.0	146.5
ENSMUSG00000030609	3552.0	1167.0	4723.5	1720.0	5292.0	4129.0
ENSMUSG00000029250	6041.0	3784.0	5501.5	4478.0	7022.0	4648.0
ENSMUSG00000032527	845.0	560.0	646.0	1048.0	570.5	565.5
ENSMUSG00000031864	1842.0	1002.0	1788.5	1074.5	1524.0	731.0
ENSMUSG00000052056	1865.0	2949.0	890.5	169.0	1860.5	1325.0
ENSMUSG00000039195	243.0	51.0	862.0	1317.0	233.0	138.5
ENSMUSG00000005442	3724.0	3832.0	1773.5	3286.5	3128.0	3810.0
ENSMUSG00000031176	221.0	1461.0	191.0	374.0	220.5	443.0
ENSMUSG00000038116	5115.0	2382.0	2819.5	2429.5	3845.0	2837.0
ENSMUSG00000004631	99.0	1542.0	425.5	930.0	145.0	723.5
ENSMUSG00000067274	41865.0	26404.0	41865.0	20758.5	29481.0	21566.0
ENSMUSG00000008575	231.0	582.0	109.5	568.5	640.5	683.0
ENSMUSG00000006050	1296.0	1535.0	2249.0	2370.5	1270.0	1318.0
ENSMUSG00000028420	634.0	406.0	6251.5	6118.0	694.5	309.0
ENSMUSG00000028795	22.0	228.0	278.0	1338.5	39.0	50.5
ENSMUSG00000070738	3010.0	4311.0	1670.0	1936.5	1470.0	1306.5
ENSMUSG00000005687	4803.0	961.0	2676.0	1960.5	4680.5	2474.5
ENSMUSG00000028199	854.0	980.0	402.0	172.5	557.5	392.5
ENSMUSG00000027566	4075.0	3143.0	9439.5	8895.5	4362.5	3962.0
ENSMUSG00000022253	1167.0	3471.0	1110.5	402.5	1582.5	837.0
ENSMUSG00000030782	41.0	2737.0	297.5	451.5	38.5	1249.5
ENSMUSG00000063077	1870.0	5197.0	1464.5	9389.0	1286.5	4121.0
ENSMUSG00000044098	1167.0	1892.0	1014.5	1940.0	1399.5	1121.5
ENSMUSG00000086454	971.0	34.0	291.5	47.0	307.5	48.5
ENSMUSG00000033007	0.0	20.0	5.5	1561.0	0.0	0.0
ENSMUSG00000031467	1048.0	893.0	2046.5	1571.5	1777.0	1053.0
ENSMUSG00000049659	1101.0	1000.0	737.0	1175.0	815.0	960.0
ENSMUSG00000066613	513.0	229.0	735.0	475.0	688.0	286.0
ENSMUSG00000005354	2961.0	2138.0	4640.0	3025.5	2660.5	1842.5
ENSMUSG00000038235	1127.0	5349.0	1314.0	292.0	1541.0	5265.0
ENSMUSG00000040151	712.0	1559.0	1050.5	1946.5	690.0	1572.0
ENSMUSG00000023827	662.0	1702.0	679.0	1214.0	371.5	2861.5
ENSMUSG00000022529	974.0	823.0	535.0	482.0	732.0	441.5
ENSMUSG00000030868	1106.0	1074.0	1799.5	3185.5	968.5	858.5
ENSMUSG00000093574	0.0	0.0	613.5	1136.0	0.0	0.0
ENSMUSG00000102917	225.0	108.0	264.5	285.5	306.5	199.0
ENSMUSG00000033906	347.0	822.0	667.0	422.5	215.0	686.0
ENSMUSG00000039976	1066.0	3418.0	1311.0	6096.5	411.0	781.5
ENSMUSG00000022521	809.0	1073.0	1765.0	2056.0	2745.5	3190.0
ENSMUSG00000097589	522.0	407.0	804.5	661.5	611.5	592.5
ENSMUSG00000002319	1611.0	1483.0	4110.0	1558.5	3836.5	4430.5
ENSMUSG00000020366	1269.0	1269.0	731.0	2649.0	1006.5	869.0
ENSMUSG00000027011	1362.0	1706.0	4017.0	6621.5	2159.0	2231.0
ENSMUSG00000032382	717.0	1896.0	1522.0	1578.5	728.0	1284.0
ENSMUSG00000097141	856.0	95.0	103.5	157.5	255.0	64.0
ENSMUSG00000058230	3292.0	3443.0	5840.0	7192.0	6069.5	7101.5
ENSMUSG00000100241	1.0	9.0	124.5	5681.5	8.0	2.0
ENSMUSG00000028232	695.0	567.0	567.5	660.0	741.5	775.0
ENSMUSG00000028811	9155.0	2220.0	4542.0	4181.0	3507.0	2345.5
ENSMUSG00000000275	5356.0	2972.0	487.5	91.0	7058.5	2744.5
ENSMUSG00000066551	18808.0	16394.0	20181.0	20469.0	11379.0	10055.0
ENSMUSG00000062014	983.0	1098.0	3611.5	5869.5	2050.5	2451.5
ENSMUSG00000071748	705.0	667.0	845.0	892.0	1002.0	1195.5
ENSMUSG00000001289	1868.0	4317.0	3281.0	4844.0	1655.5	1748.5
ENSMUSG00000034854	548.0	297.0	70.0	266.5	371.5	536.5
ENSMUSG00000069302	2.0	5.0	8161.5	5226.0	2577.5	1302.0
ENSMUSG00000028710	929.0	465.0	1149.0	419.5	730.5	471.5
ENSMUSG00000022885	278.0	2926.0	951.0	1586.0	74.0	450.5
ENSMUSG00000028212	544.0	689.0	1046.0	821.0	794.5	844.0
ENSMUSG00000026516	4647.0	1152.0	3427.0	2193.0	3607.0	2363.5
ENSMUSG00000050107	908.0	56.0	628.5	68.0	910.0	771.0
ENSMUSG00000015656	29481.0	16969.0	30327.0	33436.0	31173.0	18771.0
ENSMUSG00000079042	310.0	116.0	2482.5	769.5	541.5	71.5
ENSMUSG00000021901	3134.0	3155.0	3108.5	3806.5	2709.0	2815.5
ENSMUSG00000026709	1481.0	376.0	1835.5	495.0	1067.5	442.5
ENSMUSG00000023452	3730.0	1398.0	1538.5	4227.5	2644.5	2186.0
ENSMUSG00000046380	302.0	92.0	544.5	285.0	203.0	143.5
ENSMUSG00000026860	715.0	973.0	980.0	1111.0	835.0	909.5
ENSMUSG00000040506	1614.0	965.0	2254.0	2265.0	1683.0	1346.0
ENSMUSG00000046709	11.0	16.0	146.5	937.0	23.5	15.0
ENSMUSG00000041258	548.0	1037.0	437.0	502.0	575.0	852.0
ENSMUSG00000053768	2470.0	2113.0	3401.5	2197.5	1836.5	1191.0
ENSMUSG00000038679	1313.0	776.0	298.5	681.5	1454.0	956.0
ENSMUSG00000066007	3164.0	78.0	3537.0	70.0	4419.5	442.5
ENSMUSG00000027286	485.0	211.0	275.5	234.5	609.5	246.5
ENSMUSG00000030588	1922.0	1004.0	1851.0	822.5	1828.5	887.0
ENSMUSG00000028527	2087.0	3412.0	392.5	86.0	4887.5	2020.5
ENSMUSG00000036158	43.0	2967.0	2494.5	441.0	154.5	1433.0
ENSMUSG00000034826	2260.0	1122.0	1886.0	878.0	2899.0	1319.0
ENSMUSG00000043257	314.0	372.0	367.0	222.5	188.0	197.5
ENSMUSG00000021250	17.0	107.0	10.5	22.0	792.5	3864.0
ENSMUSG00000028737	2255.0	188.0	1385.0	237.0	1724.0	1582.0
ENSMUSG00000033157	654.0	292.0	659.5	604.5	383.5	299.0
ENSMUSG00000039810	825.0	530.0	465.0	373.5	565.0	342.5
ENSMUSG00000021338	500.0	973.0	692.0	116.5	553.5	1938.5
ENSMUSG00000041025	356.0	864.0	573.0	331.5	254.5	1873.0
ENSMUSG00000028391	386.0	372.0	683.5	501.0	388.0	285.0
ENSMUSG00000052373	46.0	26.0	69.5	1175.5	43.0	31.0
ENSMUSG00000061353	8.0	12970.0	937.5	306.5	25.0	294.5
ENSMUSG00000034621	1776.0	1746.0	1508.0	1967.0	1851.0	1865.5
ENSMUSG00000047388	2247.0	789.0	1482.5	1061.5	2853.5	901.5
ENSMUSG00000036377	118.0	4194.0	365.5	4094.5	54.0	277.5
ENSMUSG00000035969	945.0	1553.0	34.5	2348.0	551.5	1028.5
ENSMUSG00000060534	105.0	58.0	81.0	639.0	33.5	125.5
ENSMUSG00000020300	748.0	1809.0	358.5	2083.5	1214.0	1438.5
ENSMUSG00000032946	963.0	34.0	994.0	29.0	621.0	17.5
ENSMUSG00000087598	339.0	198.0	250.0	160.5	239.5	106.0
ENSMUSG00000028999	329.0	384.0	297.0	304.0	470.5	522.0
ENSMUSG00000040423	1059.0	2385.0	1184.5	1918.5	1543.5	2656.5
ENSMUSG00000039294	245.0	544.0	325.5	596.5	338.5	522.5
ENSMUSG00000028085	370.0	223.0	423.0	217.5	261.5	191.0
ENSMUSG00000025264	819.0	449.0	1505.0	791.5	1079.5	389.5
ENSMUSG00000056899	515.0	400.0	292.0	207.5	478.0	243.0
ENSMUSG00000036466	266.0	23.0	37.0	1293.5	34.5	43.0
ENSMUSG00000039086	99.0	223.0	48.0	1085.0	103.5	169.5
ENSMUSG00000025507	853.0	453.0	1077.5	225.5	915.5	1528.5
ENSMUSG00000047126	19705.0	31232.0	15839.5	14873.0	20708.0	69896.0
ENSMUSG00000048960	373.0	520.0	347.5	139.0	365.5	402.0
ENSMUSG00000041073	15.0	38.0	23.0	2665.5	5.0	79.5
ENSMUSG00000056267	916.0	312.0	413.0	459.0	379.0	256.5
ENSMUSG00000026833	62.0	351.0	412.5	4912.0	37.5	80.5
ENSMUSG00000019312	1302.0	146.0	587.5	1.0	1039.0	280.5
ENSMUSG00000019082	393.0	683.0	439.0	1016.5	423.5	636.0
ENSMUSG00000000214	1.0	40.0	3.5	1436.0	0.0	1.0
ENSMUSG00000031575	8112.0	2707.0	3867.0	3132.0	6280.5	4728.0
ENSMUSG00000052353	88.0	80.0	8.0	10.0	28.5	1736.0
ENSMUSG00000004642	2063.0	1368.0	4833.0	2107.5	5096.5	2269.5
ENSMUSG00000050288	70.0	2799.0	3109.0	1410.0	74.0	2480.0
ENSMUSG00000032115	5295.0	2136.0	4958.5	2184.0	10132.0	15546.0
ENSMUSG00000033326	4329.0	2608.0	1826.5	3647.0	2495.0	2996.5
ENSMUSG00000027276	140.0	4676.0	237.5	120.5	1271.0	752.0
ENSMUSG00000022978	581.0	289.0	1072.5	365.0	542.0	322.5
ENSMUSG00000020864	1316.0	1752.0	1785.5	1801.5	1181.0	1418.0
ENSMUSG00000030257	327.0	274.0	368.0	6324.0	360.0	278.5
ENSMUSG00000102672	453.0	357.0	415.5	512.0	571.0	503.0
ENSMUSG00000028102	539.0	472.0	354.5	315.0	318.5	159.0
ENSMUSG00000023036	813.0	1485.0	1014.0	1044.5	752.0	376.5
ENSMUSG00000025917	2120.0	1435.0	5177.0	4320.0	2307.5	1820.0
ENSMUSG00000028246	55.0	347.0	139.0	883.5	34.0	162.5
ENSMUSG00000035632	3784.0	1925.0	3305.0	1581.0	6093.5	3269.5
ENSMUSG00000026047	824.0	944.0	1047.0	405.0	337.0	720.0
ENSMUSG00000001555	665.0	4215.0	893.5	9.5	633.0	3862.5
ENSMUSG00000021357	1008.0	1174.0	748.5	882.0	776.0	897.5
ENSMUSG00000026457	3381.0	5603.0	3185.5	2694.5	3596.0	4264.0
ENSMUSG00000037674	2385.0	2244.0	2202.0	1822.0	3142.5	3845.5
ENSMUSG00000059552	6870.0	2363.0	7935.0	1894.0	8887.0	3728.5
ENSMUSG00000028643	231.0	283.0	740.5	1677.0	217.0	220.0
ENSMUSG00000053841	2794.0	2263.0	2737.5	2667.0	4234.0	3452.0
ENSMUSG00000016918	650.0	765.0	3020.0	1409.0	468.5	3470.0
ENSMUSG00000020704	9.0	27.0	56.5	963.5	12.5	48.0
ENSMUSG00000038080	320.0	203.0	285.0	544.5	353.0	282.0
ENSMUSG00000032375	64.0	635.0	53.5	581.5	62.5	256.0
ENSMUSG00000036885	99.0	166.0	1020.5	299.5	294.5	213.0
ENSMUSG00000038843	356.0	84.0	455.0	47.0	196.0	1253.0
ENSMUSG00000022678	2598.0	1688.0	1811.0	1103.0	1724.0	1561.0
ENSMUSG00000019796	1178.0	281.0	734.5	426.5	1097.0	195.0
ENSMUSG00000018965	6496.0	3521.0	6121.5	10459.5	7672.5	5286.0
ENSMUSG00000046058	551.0	418.0	387.0	785.5	754.5	322.0
ENSMUSG00000039693	669.0	474.0	1428.5	850.0	761.5	281.5
ENSMUSG00000020257	6238.0	3301.0	3838.5	5823.0	6203.0	2640.0
ENSMUSG00000020027	1433.0	1139.0	1999.5	568.5	2009.5	181.0
ENSMUSG00000045991	38.0	28.0	122.0	5384.0	24.0	168.5
ENSMUSG00000031751	796.0	3369.0	2383.5	4104.0	890.0	3778.0
ENSMUSG00000048040	403.0	510.0	1181.0	1493.5	422.5	410.0
ENSMUSG00000021024	6032.0	3198.0	7235.5	5749.5	3981.0	2900.5
ENSMUSG00000003316	5552.0	18829.0	2881.5	5402.0	3073.0	6546.0
ENSMUSG00000029416	278.0	540.0	388.0	322.5	634.0	620.5
ENSMUSG00000030509	362.0	694.0	245.5	331.5	360.0	275.5
