ensg	ivd ESCs (cardio)	ivd cardiomyocytes	ivd ESCs (mneu)	ivd motor neurons	ivd ESCs (ra)	ivd retinoic acid
ENSMUSG00000001441	4498.0	5406.0	2787.5	4761.0	4421.0	4359.0
ENSMUSG00000032202	258.0	130.0	171.5	14.5	580.5	87.0
ENSMUSG00000037568	95.0	699.0	441.5	2023.5	119.0	378.5
ENSMUSG00000035171	624.0	570.0	935.5	746.5	434.0	320.0
ENSMUSG00000018417	1903.0	2938.0	685.5	2279.5	1300.5	2447.5
ENSMUSG00000045414	496.0	1505.0	606.0	667.5	967.0	660.0
ENSMUSG00000054408	2311.0	1898.0	2738.5	1602.5	3025.0	3039.5
ENSMUSG00000063015	5833.0	29462.0	6763.5	8488.5	3370.0	5217.5
ENSMUSG00000033813	9030.0	4396.0	7358.5	5823.0	7010.0	3133.5
ENSMUSG00000030386	254.0	584.0	359.5	1220.5	293.5	243.5
ENSMUSG00000004317	439.0	4591.0	890.5	1623.0	278.5	10230.5
ENSMUSG00000075316	298.0	52.0	218.0	1356.0	97.5	151.0
ENSMUSG00000031200	364.0	377.0	374.5	263.0	263.5	291.0
ENSMUSG00000026193	49357.0	35510.0	3459.0	1054.0	35510.0	107864.0
ENSMUSG00000043991	1581.0	754.0	419.0	540.5	1263.5	966.5
ENSMUSG00000032965	360.0	552.0	278.5	273.5	400.5	325.5
ENSMUSG00000038168	67.0	658.0	147.0	69.0	48.0	1638.5
ENSMUSG00000030042	1422.0	513.0	1944.5	844.0	2042.5	549.5
ENSMUSG00000051730	521.0	210.0	485.0	175.5	542.5	208.5
ENSMUSG00000025265	2621.0	906.0	1898.0	723.0	2557.0	730.5
ENSMUSG00000029676	1944.0	1622.0	1475.0	853.5	1123.0	855.0
ENSMUSG00000100622	80.0	40.0	783.5	1448.5	279.0	232.0
ENSMUSG00000104080	211.0	253.0	102.5	521.0	243.0	822.5
ENSMUSG00000040451	505.0	2662.0	319.0	85.0	593.0	757.0
ENSMUSG00000097971	4478.0	302.0	14504.0	11124.5	6358.5	3480.0
ENSMUSG00000029715	288.0	78.0	755.5	374.5	523.5	133.5
ENSMUSG00000041040	822.0	1835.0	472.0	1719.5	1705.0	1196.5
ENSMUSG00000024370	4575.0	2480.0	3225.0	3006.5	2425.0	2946.0
ENSMUSG00000093803	211.0	80.0	356.5	394.0	261.5	263.0
ENSMUSG00000028399	503.0	1777.0	326.5	4181.0	168.0	581.0
ENSMUSG00000026568	283.0	314.0	348.0	892.5	274.0	376.0
ENSMUSG00000041119	379.0	38.0	66.5	557.0	331.5	36.5
ENSMUSG00000038312	570.0	729.0	384.0	442.5	494.0	820.5
ENSMUSG00000041703	371.0	16.0	1549.0	5.5	770.5	94.5
ENSMUSG00000023236	2.0	15.0	63.5	1679.0	5.5	20.5
ENSMUSG00000103057	0.0	0.0	3596.5	2953.0	0.0	0.0
ENSMUSG00000020538	1572.0	2537.0	1204.5	616.5	1830.0	4263.5
ENSMUSG00000041408	7870.0	4925.0	4851.0	2563.0	8579.0	7485.0
ENSMUSG00000075595	2064.0	3668.0	1125.5	1542.5	2267.0	1903.5
ENSMUSG00000037697	160.0	135.0	157.0	716.0	359.0	489.0
ENSMUSG00000031290	678.0	1576.0	808.5	1806.0	858.0	931.0
ENSMUSG00000037605	306.0	433.0	325.0	2000.5	650.0	738.0
ENSMUSG00000030168	4057.0	2891.0	2711.5	2621.0	2023.0	1747.5
ENSMUSG00000041444	1949.0	1094.0	1016.0	1080.0	1368.0	1054.0
ENSMUSG00000032318	0.0	6.0	2.5	1332.0	0.5	11.5
ENSMUSG00000027365	5167.0	3757.0	2587.0	1564.0	2758.5	3784.5
ENSMUSG00000020235	3216.0	2445.0	2341.0	2242.5	3356.0	1989.5
ENSMUSG00000039753	1897.0	1861.0	1615.0	1137.5	1705.0	1169.0
ENSMUSG00000028932	3894.0	1740.0	5588.0	6123.5	4211.0	3736.0
ENSMUSG00000027223	647.0	272.0	2408.0	6316.0	699.0	728.5
ENSMUSG00000032046	789.0	539.0	1074.0	1498.0	703.0	909.0
ENSMUSG00000018846	827.0	4934.0	927.0	4526.5	1642.5	2562.0
ENSMUSG00000074513	630.0	840.0	949.0	654.5	738.5	1263.5
ENSMUSG00000062075	3078.0	470.0	1472.0	1019.0	2863.0	1109.5
ENSMUSG00000068882	9596.0	6045.0	9128.0	8738.0	6803.5	6008.0
ENSMUSG00000022698	6250.0	5023.0	4774.0	2085.5	10005.0	6035.5
ENSMUSG00000002603	78.0	2321.0	25.5	2.0	429.0	152.0
ENSMUSG00000034910	64.0	255.0	62.0	1085.0	30.5	95.5
ENSMUSG00000030707	94.0	13.0	286.5	536.5	116.5	12.0
ENSMUSG00000040811	2159.0	2655.0	236.5	265.0	951.0	622.5
ENSMUSG00000103722	191.0	79.0	327.0	40.5	376.5	123.5
ENSMUSG00000033272	1422.0	1152.0	2975.5	1303.5	2294.5	1901.0
ENSMUSG00000098088	140.0	0.0	1812.0	242.0	363.5	197.0
ENSMUSG00000028414	825.0	840.0	675.5	1154.0	615.0	725.5
ENSMUSG00000020063	2891.0	426.0	986.5	962.0	2231.0	430.5
ENSMUSG00000022881	1640.0	857.0	2753.5	800.0	1448.0	637.0
ENSMUSG00000091472	69.0	102.0	104.5	423.5	103.5	89.5
ENSMUSG00000025702	424.0	661.0	632.5	3075.0	315.0	957.5
ENSMUSG00000053192	331.0	330.0	741.0	27374.5	175.0	230.5
ENSMUSG00000037608	6772.0	3825.0	10280.0	12710.5	16729.5	10341.5
ENSMUSG00000047446	840.0	485.0	1498.5	2183.0	624.0	302.0
ENSMUSG00000042133	3342.0	3109.0	3963.5	3617.0	3832.0	3078.5
ENSMUSG00000024747	20.0	131.0	152.5	84.5	12.5	489.0
ENSMUSG00000041313	7011.0	1200.0	1260.0	917.5	3169.0	5179.0
ENSMUSG00000038005	756.0	500.0	923.0	497.0	517.0	320.5
ENSMUSG00000035021	812.0	520.0	547.5	698.5	1371.5	1474.0
ENSMUSG00000036990	5073.0	6866.0	3628.5	1517.0	7904.0	8536.0
ENSMUSG00000030410	1463.0	2382.0	1382.5	1820.0	1565.5	1766.0
ENSMUSG00000055013	794.0	1622.0	1065.0	3344.5	1327.0	1892.5
ENSMUSG00000062908	3424.0	1493.0	1490.0	1251.5	2450.0	693.5
ENSMUSG00000029465	2608.0	2574.0	3321.0	3758.5	2206.0	2016.5
ENSMUSG00000020100	516.0	297.0	79.5	423.5	141.5	117.0
ENSMUSG00000030814	678.0	681.0	2201.5	1995.5	662.5	631.5
ENSMUSG00000073771	365.0	20.0	501.5	71.5	593.5	159.0
ENSMUSG00000039037	4.0	64.0	16.0	1851.5	2.0	148.0
ENSMUSG00000056999	4296.0	503.0	3435.0	1526.0	3192.0	2487.5
ENSMUSG00000034285	3709.0	779.0	2269.0	3980.0	1351.5	590.0
ENSMUSG00000034518	2110.0	1787.0	2184.0	681.5	1561.5	1070.5
ENSMUSG00000015659	478.0	188.0	149.5	208.5	294.0	268.0
ENSMUSG00000031295	572.0	872.0	483.5	267.5	408.0	495.5
ENSMUSG00000102712	181.0	179.0	151.5	422.5	186.0	410.5
ENSMUSG00000039536	1196.0	2590.0	1272.0	2680.0	1447.5	1935.5
ENSMUSG00000058388	364.0	457.0	678.0	888.5	307.0	572.5
ENSMUSG00000025656	405.0	635.0	451.5	1147.0	357.5	480.5
ENSMUSG00000022286	241.0	69.0	439.0	2.0	350.5	118.0
ENSMUSG00000049723	350.0	230.0	264.0	215.5	426.0	299.0
ENSMUSG00000046722	2838.0	1839.0	2965.5	1872.0	2929.0	2630.5
ENSMUSG00000025332	5055.0	5091.0	3676.5	2571.5	4508.0	4300.5
ENSMUSG00000020530	2405.0	3185.0	1399.0	2259.5	3169.5	3622.0
ENSMUSG00000025737	670.0	561.0	652.5	358.5	711.0	444.0
ENSMUSG00000028430	5848.0	1302.0	3942.5	1042.5	6120.0	2489.0
ENSMUSG00000015488	279.0	1366.0	430.5	2767.5	448.5	1366.0
ENSMUSG00000026659	437.0	194.0	715.5	226.0	590.5	359.0
ENSMUSG00000019777	5239.0	4434.0	3636.5	12667.5	2341.0	1675.5
ENSMUSG00000039680	265.0	387.0	585.5	770.5	321.0	449.0
ENSMUSG00000032643	68.0	262.0	735.5	24.0	242.0	518.0
ENSMUSG00000012396	16983.0	79.0	1962.5	1.0	12987.0	218.5
ENSMUSG00000031174	303.0	336.0	392.0	879.5	318.5	274.0
ENSMUSG00000089774	103.0	521.0	69.5	233.0	356.5	620.0
ENSMUSG00000020843	543.0	687.0	1094.0	1179.0	571.0	623.0
ENSMUSG00000008855	1968.0	5675.0	1330.5	2050.0	1118.5	1678.0
ENSMUSG00000028035	126.0	938.0	132.0	326.0	173.0	625.5
ENSMUSG00000028944	268.0	618.0	513.0	1005.5	163.5	231.5
ENSMUSG00000027834	582.0	258.0	555.0	1371.5	570.0	323.0
ENSMUSG00000048264	885.0	932.0	586.5	886.5	619.0	607.0
ENSMUSG00000042292	458.0	308.0	990.0	839.0	440.5	1205.0
ENSMUSG00000005501	361.0	563.0	363.5	284.0	297.0	473.5
ENSMUSG00000025825	1438.0	336.0	2615.0	846.0	1116.0	616.5
ENSMUSG00000020321	5434.0	5935.0	9319.0	11944.0	3759.0	3928.5
ENSMUSG00000024807	650.0	835.0	835.0	1035.5	1550.5	2902.0
ENSMUSG00000031153	421.0	411.0	358.0	1431.0	476.0	541.0
ENSMUSG00000032560	5365.0	2089.0	2431.0	1262.0	4263.0	4317.5
ENSMUSG00000036202	16430.0	3574.0	7777.5	2058.5	18835.0	3508.0
ENSMUSG00000004085	238.0	3165.0	528.5	124.5	510.5	2045.5
ENSMUSG00000040282	921.0	827.0	808.5	296.0	855.5	405.0
ENSMUSG00000026192	6814.0	1572.0	6549.0	894.5	6286.0	3368.5
ENSMUSG00000026977	3608.0	5131.0	3337.0	3217.5	5241.0	4319.5
ENSMUSG00000025915	525.0	131.0	165.0	42.5	360.0	239.0
ENSMUSG00000026887	439.0	718.0	1008.5	637.5	299.5	164.5
ENSMUSG00000030499	289.0	783.0	186.0	1186.0	379.0	454.5
ENSMUSG00000035473	560.0	475.0	384.5	59.0	230.5	202.5
ENSMUSG00000043929	420.0	598.0	479.5	518.5	604.0	822.5
ENSMUSG00000026181	1619.0	2398.0	1581.0	683.5	2066.5	1386.5
ENSMUSG00000026923	1758.0	2259.0	626.5	2041.5	2791.5	2360.5
ENSMUSG00000049686	187.0	73.0	387.5	85.5	301.5	548.0
ENSMUSG00000047989	626.0	388.0	1193.5	1246.5	937.5	607.0
ENSMUSG00000030612	644.0	176.0	1214.5	467.0	818.0	335.0
ENSMUSG00000028333	11967.0	8704.0	11002.0	5227.5	13541.0	7234.0
ENSMUSG00000039069	281.0	131.0	685.0	361.0	263.5	143.0
ENSMUSG00000032657	203.0	290.0	403.5	422.0	192.0	305.0
ENSMUSG00000003119	3210.0	1377.0	2076.0	776.5	4695.5	2455.0
ENSMUSG00000045636	1038.0	1589.0	292.5	1511.5	480.0	1531.0
ENSMUSG00000021376	250.0	170.0	415.0	1206.5	190.0	85.5
ENSMUSG00000049792	335.0	340.0	420.0	560.5	691.0	767.5
ENSMUSG00000024077	944.0	2336.0	452.5	464.0	1109.0	1510.0
ENSMUSG00000026049	501.0	308.0	1409.0	341.0	798.5	445.0
ENSMUSG00000042121	616.0	1874.0	955.0	1143.5	705.5	1247.5
ENSMUSG00000037606	36.0	382.0	38.0	504.5	21.0	547.5
ENSMUSG00000036052	497.0	140.0	864.5	1575.0	412.5	427.5
ENSMUSG00000005371	1798.0	2313.0	616.0	2993.0	1632.5	2699.0
ENSMUSG00000031311	17009.0	17009.0	14482.5	20009.0	9085.5	10725.0
ENSMUSG00000000901	1955.0	606.0	306.5	442.0	747.0	485.0
ENSMUSG00000022905	3716.0	1493.0	2825.0	3464.5	4953.5	2923.5
ENSMUSG00000029454	1247.0	346.0	1349.0	1182.5	1647.0	1177.5
ENSMUSG00000037253	1079.0	1872.0	1676.5	1866.5	1812.5	3473.0
ENSMUSG00000037315	1673.0	1024.0	1642.5	574.0	1744.5	2751.0
ENSMUSG00000027883	515.0	895.0	451.5	730.5	369.0	391.5
ENSMUSG00000030611	345.0	137.0	843.5	644.0	606.0	243.5
ENSMUSG00000030259	234.0	1200.0	159.0	207.5	261.0	1091.5
ENSMUSG00000017176	644.0	1008.0	1027.5	1055.0	685.0	582.5
ENSMUSG00000044927	572.0	923.0	1609.0	1999.5	1661.5	870.0
ENSMUSG00000027288	18814.0	11986.0	7085.5	3824.0	14545.0	8726.5
ENSMUSG00000038489	108.0	42.0	1119.0	347.0	371.5	172.5
ENSMUSG00000033161	11697.0	41945.0	7247.0	5170.0	11074.0	19676.0
ENSMUSG00000002028	2164.0	2699.0	1185.5	2826.0	1614.5	3075.0
ENSMUSG00000021453	18.0	380.0	365.0	384.0	42.5	816.0
ENSMUSG00000029394	3310.0	2212.0	8062.5	6231.0	4350.5	3569.5
ENSMUSG00000039068	1705.0	2073.0	2192.5	1573.5	3393.0	2843.5
ENSMUSG00000026473	7083.0	4700.0	2557.0	3396.0	4938.0	9971.0
ENSMUSG00000024817	1006.0	6068.0	1736.0	1629.0	1156.5	2776.5
ENSMUSG00000025075	14.0	2.0	2.5	0.0	2.0	467.5
ENSMUSG00000020770	998.0	1544.0	755.5	885.5	575.5	1209.0
ENSMUSG00000090812	44.0	11.0	30386.0	3023.5	194.0	64.0
ENSMUSG00000025364	13983.0	4953.0	14791.5	5716.0	13010.0	7348.5
ENSMUSG00000026042	89.0	1482.0	485.0	541.0	553.0	2089.5
ENSMUSG00000047547	1088.0	68.0	190.0	1095.0	989.0	615.0
ENSMUSG00000054280	1773.0	1743.0	911.0	703.5	2165.5	1534.0
ENSMUSG00000038740	414.0	768.0	424.5	2964.0	219.0	1616.0
ENSMUSG00000039994	3934.0	957.0	2347.0	627.0	3419.5	1923.5
ENSMUSG00000024112	40.0	5451.0	46.0	1110.5	133.0	185.5
ENSMUSG00000028456	699.0	334.0	405.0	2457.0	863.0	793.0
ENSMUSG00000039449	1074.0	1042.0	653.5	1165.5	1304.0	812.0
ENSMUSG00000026623	887.0	3476.0	549.0	1977.0	599.0	2022.0
ENSMUSG00000050132	213.0	4.0	198.5	1120.0	82.5	41.0
ENSMUSG00000037999	753.0	743.0	909.5	284.5	893.0	1693.5
ENSMUSG00000074994	1844.0	2690.0	2319.0	913.0	3438.5	2558.5
ENSMUSG00000019785	359.0	52.0	417.0	411.5	195.0	120.5
ENSMUSG00000042632	1452.0	700.0	1104.5	377.5	1426.0	739.0
ENSMUSG00000038970	2267.0	839.0	1021.0	823.5	2664.5	1672.5
ENSMUSG00000035578	282.0	48.0	423.5	56.5	205.5	50.5
ENSMUSG00000032469	754.0	151.0	898.0	255.5	1756.5	538.0
ENSMUSG00000029009	1263.0	549.0	1101.0	1222.5	555.0	939.5
ENSMUSG00000079477	6931.0	5947.0	6759.0	11432.5	6191.0	6907.0
ENSMUSG00000100768	1203.0	127.0	3365.0	1295.5	1618.0	2219.5
ENSMUSG00000062393	91.0	532.0	204.0	99.0	95.5	463.5
ENSMUSG00000050379	470.0	673.0	1170.5	3622.5	404.0	203.5
ENSMUSG00000029804	548.0	205.0	295.0	192.0	365.5	248.5
ENSMUSG00000018363	1321.0	2899.0	1298.5	1806.0	1048.5	1538.5
ENSMUSG00000048355	214.0	158.0	609.0	551.5	216.5	227.5
ENSMUSG00000025144	610.0	207.0	1769.0	747.0	640.5	236.5
ENSMUSG00000035697	642.0	1468.0	128.5	8.0	218.5	64.5
ENSMUSG00000017144	518.0	1312.0	728.0	4298.5	518.0	2959.5
ENSMUSG00000027597	390.0	119.0	1074.0	140.5	477.0	250.0
ENSMUSG00000031358	185.0	734.0	288.0	558.5	158.5	796.5
ENSMUSG00000022519	565.0	4275.0	538.0	514.5	204.0	162.0
ENSMUSG00000096856	251.0	174.0	674.0	233.5	277.5	89.5
ENSMUSG00000052013	20.0	0.0	442.0	0.0	77.5	37.0
ENSMUSG00000102719	182.0	112.0	574.0	228.5	329.5	198.0
ENSMUSG00000027599	1477.0	913.0	1865.5	1890.0	1901.5	1121.5
ENSMUSG00000062421	396.0	599.0	566.0	4766.0	766.0	683.0
ENSMUSG00000032458	4838.0	6099.0	5235.5	7824.5	5385.5	11090.0
ENSMUSG00000024924	268.0	3133.0	139.0	1803.5	47.5	330.0
ENSMUSG00000079509	903.0	1322.0	1420.5	1017.0	2080.0	1760.5
ENSMUSG00000042750	569.0	1139.0	1535.5	3696.0	914.5	1565.0
ENSMUSG00000028974	622.0	666.0	755.5	1017.0	826.0	624.0
ENSMUSG00000039431	1203.0	159.0	523.5	448.5	782.0	378.5
ENSMUSG00000020794	1994.0	2910.0	3014.0	3563.0	2886.5	2206.5
ENSMUSG00000058835	1483.0	1457.0	1211.0	1447.0	1916.5	2178.5
ENSMUSG00000020482	1838.0	989.0	377.0	294.5	1399.5	685.5
ENSMUSG00000039850	170.0	297.0	647.5	1430.0	97.0	265.5
ENSMUSG00000055148	5149.0	26.0	840.5	2.5	6607.0	95.5
ENSMUSG00000024947	1438.0	1682.0	1682.0	1570.5	1670.0	1992.0
ENSMUSG00000062590	400.0	165.0	439.0	441.5	369.5	252.0
ENSMUSG00000050910	262.0	135.0	391.0	642.0	372.0	258.0
ENSMUSG00000021134	9143.0	2011.0	7063.0	8280.5	15969.0	11523.5
ENSMUSG00000027239	3760.0	11965.0	9360.0	8004.5	2114.5	9065.0
ENSMUSG00000030516	4160.0	7332.0	2866.0	1414.0	3350.0	7127.5
ENSMUSG00000020485	1111.0	1522.0	2502.5	1284.5	1380.0	1042.0
ENSMUSG00000015568	338.0	4766.0	438.0	531.5	238.5	674.5
ENSMUSG00000070605	2843.0	185.0	3678.0	287.0	2200.0	325.5
ENSMUSG00000029361	557.0	85.0	163.0	91.0	583.5	82.5
ENSMUSG00000006576	209.0	301.0	145.5	898.0	95.0	262.5
ENSMUSG00000028927	327.0	172.0	35.0	17.5	568.5	35.5
ENSMUSG00000027465	1208.0	1696.0	812.5	1296.5	1286.0	1737.5
ENSMUSG00000031585	2336.0	2414.0	1649.5	582.0	1852.0	1127.5
ENSMUSG00000029554	1209.0	211.0	959.5	633.0	1599.0	1802.0
ENSMUSG00000039485	218.0	459.0	323.0	5970.5	38.0	121.5
ENSMUSG00000022890	3102.0	2621.0	4033.0	4674.0	3357.0	2492.0
ENSMUSG00000022995	31165.0	8411.0	4288.5	7563.0	49281.0	10464.0
ENSMUSG00000019528	120.0	31212.0	326.0	357.0	98.0	689.0
ENSMUSG00000039050	715.0	582.0	391.0	799.5	569.5	327.0
ENSMUSG00000001802	91.0	642.0	323.0	2431.5	54.0	127.5
ENSMUSG00000057751	195.0	685.0	304.0	162.5	82.0	109.0
ENSMUSG00000031278	1078.0	1944.0	2725.0	2977.0	1266.0	3058.5
ENSMUSG00000026004	549.0	750.0	429.0	558.5	344.0	459.0
ENSMUSG00000026455	1682.0	291.0	765.5	435.0	1248.5	520.5
ENSMUSG00000029686	3783.0	3488.0	7637.5	4403.0	3438.5	6863.0
ENSMUSG00000023990	930.0	173.0	41.5	8.0	1025.0	143.0
ENSMUSG00000063018	250.0	58.0	986.0	35.0	224.0	143.0
ENSMUSG00000026781	595.0	947.0	400.5	1303.0	656.0	829.5
ENSMUSG00000042229	1134.0	398.0	1168.5	1199.0	1367.0	476.5
ENSMUSG00000029557	206.0	36.0	458.0	90.0	206.0	52.5
ENSMUSG00000021147	793.0	1102.0	564.0	2395.5	765.5	881.5
ENSMUSG00000020677	1746.0	1185.0	2954.5	1510.0	2093.0	1516.5
ENSMUSG00000022884	26467.0	69883.0	5471.0	7287.5	12804.0	7645.0
ENSMUSG00000039041	4223.0	1237.0	3602.5	2679.0	4919.0	3198.5
ENSMUSG00000056763	714.0	400.0	499.0	814.5	965.5	871.0
ENSMUSG00000025268	364.0	5838.0	839.0	4257.0	552.5	2643.5
ENSMUSG00000018433	2851.0	791.0	3432.0	1336.0	3797.0	1857.0
ENSMUSG00000015957	22.0	597.0	10.5	4.0	11.0	1024.5
ENSMUSG00000038453	165.0	18.0	84.5	999.5	63.0	65.0
ENSMUSG00000027940	9144.0	3811.0	13374.5	10876.0	10249.0	11435.0
ENSMUSG00000025231	727.0	1269.0	1396.5	727.0	870.5	861.5
ENSMUSG00000006057	4279.0	2376.0	9774.0	6357.5	3809.5	1814.5
ENSMUSG00000052033	995.0	342.0	2192.5	2045.5	894.0	336.5
ENSMUSG00000032327	25.0	57.0	143.0	160.5	4.0	1780.5
ENSMUSG00000049971	751.0	35.0	948.5	98.5	451.0	71.5
ENSMUSG00000026927	1907.0	493.0	1979.5	1379.5	2067.5	1454.0
ENSMUSG00000036639	649.0	133.0	1262.5	286.0	340.5	190.0
ENSMUSG00000024180	1997.0	13.0	279.5	81.0	902.0	100.5
ENSMUSG00000062169	1244.0	1542.0	1844.5	869.0	1404.0	1184.5
ENSMUSG00000061533	561.0	309.0	279.5	187.0	522.0	407.5
ENSMUSG00000043131	3177.0	2757.0	2346.5	2140.5	2475.5	4330.5
ENSMUSG00000026655	343.0	618.0	269.0	1146.5	328.0	935.0
ENSMUSG00000030587	45.0	13.0	51.5	1.0	61.5	410.5
ENSMUSG00000028161	678.0	2698.0	757.0	4227.5	828.0	1945.0
ENSMUSG00000097148	161.0	171.0	354.0	1950.5	459.5	329.5
ENSMUSG00000061136	5323.0	5064.0	6596.5	6580.0	6176.0	5323.0
ENSMUSG00000020692	1308.0	230.0	1880.0	216.0	1721.5	588.0
ENSMUSG00000020376	372.0	983.0	579.0	845.0	250.5	626.0
ENSMUSG00000103509	472.0	328.0	325.0	162.0	411.0	292.0
ENSMUSG00000020723	14.0	24.0	88.0	4747.0	25.0	30.0
ENSMUSG00000031168	351.0	197.0	484.5	576.0	402.0	468.5
ENSMUSG00000026889	675.0	1639.0	724.5	2458.5	987.5	1054.0
ENSMUSG00000032412	2196.0	1572.0	2524.5	3592.0	2567.0	3409.5
ENSMUSG00000028693	29462.0	4566.0	41344.0	7189.0	23514.0	8411.0
ENSMUSG00000039578	250.0	197.0	13.5	272.0	137.5	523.0
ENSMUSG00000100370	658.0	880.0	647.5	819.5	705.0	615.0
ENSMUSG00000042642	588.0	557.0	465.0	471.5	443.5	265.5
ENSMUSG00000051285	1593.0	1781.0	967.0	966.0	1629.0	854.5
ENSMUSG00000036599	115.0	356.0	319.0	110.5	108.0	1219.0
ENSMUSG00000039043	72.0	244.0	115.0	497.0	91.0	298.5
ENSMUSG00000027829	1331.0	1589.0	1408.5	1551.0	3796.5	2987.5
ENSMUSG00000034471	386.0	571.0	344.0	328.5	456.0	938.5
ENSMUSG00000026483	1405.0	44.0	112.5	24.0	428.0	233.0
ENSMUSG00000018858	801.0	406.0	2234.0	1887.5	759.0	461.5
ENSMUSG00000027248	10396.0	14939.0	10245.5	13480.5	9687.0	49379.0
ENSMUSG00000024121	6015.0	4223.0	6331.0	7384.0	6391.0	8368.0
ENSMUSG00000019647	14.0	188.0	1019.0	3782.0	174.5	1978.5
ENSMUSG00000072889	1534.0	1422.0	1411.0	1291.0	1422.0	3499.0
ENSMUSG00000031310	3535.0	2283.0	805.0	795.0	1304.5	1179.0
ENSMUSG00000042198	351.0	370.0	909.5	444.5	457.5	235.0
ENSMUSG00000050271	139.0	1559.0	971.0	539.0	318.5	1288.0
ENSMUSG00000038047	2232.0	911.0	1345.0	608.5	2690.0	1582.0
ENSMUSG00000032641	300.0	135.0	616.0	831.5	488.0	137.5
ENSMUSG00000000276	659.0	76.0	273.0	671.5	1866.0	582.0
ENSMUSG00000028383	315.0	852.0	402.0	1306.5	316.5	424.0
ENSMUSG00000056300	1620.0	42.0	3992.5	27.0	1882.5	211.0
ENSMUSG00000017210	3513.0	1999.0	2720.0	1915.0	2204.0	1822.5
ENSMUSG00000032320	1032.0	3071.0	1140.0	5151.0	572.5	3808.5
ENSMUSG00000028226	96.0	544.0	254.0	554.0	40.5	463.0
ENSMUSG00000042207	17023.0	13034.0	4491.0	4785.5	29604.0	6792.5
ENSMUSG00000020849	31226.0	41992.0	24124.5	37923.0	35540.0	41992.0
ENSMUSG00000047181	4.0	858.0	76.0	5914.5	8.0	190.5
ENSMUSG00000025860	1744.0	4467.0	1187.5	1606.5	1434.5	1732.5
ENSMUSG00000030213	2558.0	4372.0	3527.0	2080.0	2979.0	1656.5
ENSMUSG00000066595	162.0	81.0	288.5	302.0	277.0	610.5
ENSMUSG00000028645	7400.0	29468.0	12688.0	2051.5	17976.0	21553.0
ENSMUSG00000028779	735.0	1863.0	1177.0	1138.5	835.5	789.5
ENSMUSG00000033124	337.0	1745.0	292.0	980.5	415.5	750.5
ENSMUSG00000008976	4818.0	2600.0	2238.5	723.0	5053.0	1706.5
ENSMUSG00000102869	315.0	360.0	282.5	408.0	416.0	292.0
ENSMUSG00000037706	4697.0	11658.0	5131.0	3932.5	6896.0	13237.0
ENSMUSG00000032035	52.0	1826.0	75.5	57.0	107.0	2562.5
ENSMUSG00000042104	157.0	363.0	198.5	297.5	122.5	600.5
ENSMUSG00000020277	5525.0	11678.0	2890.5	641.0	11678.0	7884.5
ENSMUSG00000031379	764.0	149.0	1642.5	72.0	284.5	116.5
ENSMUSG00000020282	225.0	816.0	295.0	70.0	833.0	789.5
ENSMUSG00000029063	3258.0	989.0	4048.0	2811.5	2862.5	2923.0
ENSMUSG00000041895	209.0	3070.0	76.0	115.0	219.5	480.0
ENSMUSG00000043733	2778.0	7106.0	1996.5	2547.5	2285.0	5176.0
ENSMUSG00000039585	1892.0	2158.0	1287.5	2808.0	1212.5	1642.5
ENSMUSG00000028530	1843.0	2589.0	932.5	2980.5	1281.5	2833.5
ENSMUSG00000054814	435.0	2909.0	562.0	876.5	423.5	1168.5
ENSMUSG00000037876	8299.0	3794.0	4501.5	1802.5	4467.0	2879.5
ENSMUSG00000051747	820.0	31226.0	182.0	20.0	283.5	70.5
ENSMUSG00000029270	647.0	647.0	647.0	1228.5	753.5	446.5
ENSMUSG00000050199	1277.0	911.0	2313.0	1176.0	2560.5	3338.5
ENSMUSG00000073125	17.0	13.0	127.5	83.0	101.5	61.0
ENSMUSG00000022094	895.0	188.0	2212.5	2944.0	2635.0	888.5
ENSMUSG00000073609	330.0	530.0	295.0	226.0	259.5	184.0
ENSMUSG00000061360	1777.0	802.0	4495.0	2320.5	2743.0	1384.5
ENSMUSG00000027466	2261.0	1072.0	3761.0	1018.5	2128.0	1728.5
ENSMUSG00000033099	641.0	326.0	2226.0	845.5	1048.5	432.0
ENSMUSG00000024063	11.0	18042.0	106.0	5344.5	82.0	2281.5
ENSMUSG00000022838	433.0	257.0	347.0	263.0	458.5	326.5
ENSMUSG00000035898	2191.0	1418.0	2406.5	944.5	1868.5	1810.5
ENSMUSG00000027075	148.0	639.0	370.0	87.5	82.5	161.0
ENSMUSG00000055447	169.0	2403.0	182.5	1134.0	164.0	619.5
ENSMUSG00000001604	2082.0	63.0	623.0	1.0	1167.0	75.5
ENSMUSG00000027315	1872.0	68.0	1507.5	7.0	1175.0	1172.5
ENSMUSG00000040842	1880.0	1899.0	3475.0	2766.0	2392.0	2152.5
ENSMUSG00000000915	542.0	361.0	339.5	460.5	725.0	693.5
ENSMUSG00000029534	83.0	412.0	227.0	843.5	55.0	282.0
ENSMUSG00000025453	943.0	2578.0	1938.0	279.5	483.5	843.5
ENSMUSG00000031349	418.0	607.0	1014.5	1470.5	323.5	371.5
ENSMUSG00000036109	485.0	363.0	683.0	328.5	542.0	653.5
ENSMUSG00000026019	3677.0	691.0	6568.0	814.5	2807.5	1055.5
ENSMUSG00000026825	357.0	905.0	58.0	1929.5	273.0	133.5
ENSMUSG00000022150	347.0	1030.0	246.0	82.5	130.5	16422.0
